doc_id,true_category,predicted_category,confidence,top_words,category_prob_final_approval,category_prob_preliminary_approval,category_prob_voluntary_dismissal
Prolow v. Aetna Life Insurance Company et al - Entry 275,preliminary-approval,final-approval,0.7740913583110183,"class, settlement, preliminary_approval, proposed_settlement, settlement_class, preliminary_motion, plan, class_certification, any, approval",0.780964473433836,0.4863043334386215,0.028067629653027008
In re_ Seroquel XR (Extended Release Quetiapine Fumarate) Antitrust Litigation - Entry 908,preliminary-approval,preliminary-approval,0.6172260973326552,"settlement, final_approval, proposed_settlement, class, preliminary_approval, approval, final, proposed, inc, order",0.34901993845007967,0.6296739308881241,0.026251785809816974
In Re_ LoanCare Data Security Breach Litigation - Entry 132,preliminary-approval,final-approval,0.8537046776627881,"settlement, class, preliminary_approval, proposed_settlement, class_certification, agreement, final_approval, settlement_agreement, approval, settlement_class",0.8612033026293191,0.4927743077184342,0.028151440938652315
"In re Accellion, Inc. Data Breach Litigation - Entry 99",preliminary-approval,preliminary-approval,1.0733047480143132,"preliminary_approval, motion, class, preliminary_motion, settlement, proposed_settlement, preliminary, approval, class_certification, class_action",0.3535225931833698,1.1072275051488252,0.023787819192608823
"Guthrie v. ITS Logistics, LLC - Entry 79",preliminary-approval,preliminary-approval,1.0336907042070997,"preliminary_approval, motion, class, preliminary_motion, settlement, proposed_settlement, preliminary, approval, class_certification, class_action",0.12494848035167007,1.1072321578666289,0.023786626188043843
"Shaw v. Hornblower Cruises & Events, LLC - Entry 107",preliminary-approval,preliminary-approval,1.0937284609236475,"preliminary_approval, settlement, proposed_settlement, class, preliminary_motion, class_certification, approval, proposed, preliminary, agreement",0.3393327983804028,1.1070612447120636,0.023830450073829838
Raines v. Front Porch Communities and Services et al - Entry 206,preliminary-approval,preliminary-approval,1.0448818146331216,"preliminary_approval, motion, class, preliminary_motion, settlement, proposed_settlement, preliminary, approval, class_certification, class_action",0.3535353022549994,1.1072054760913341,0.3237934676688886
"Stiner et al v. Brookdale Senior Living, Inc. et al - Entry 1047",preliminary-approval,preliminary-approval,1.0671038488957372,"preliminary_approval, settlement, preliminary_motion, approval, final_approval, proposed_settlement, class, motion, order, final",0.3392901758715946,1.107135123727331,0.02381150673658175
"In re VNGR Beverage, LLC Litigation - Entry 61",preliminary-approval,preliminary-approval,1.0532660169956927,"preliminary_approval, motion, class, preliminary_motion, settlement, proposed_settlement, preliminary, approval, class_certification, class_action",0.35358348019585184,1.107121967660523,0.023814880087045277
Abarza Rios v. Spirit Pharmaceuticals LLC - Entry 133,preliminary-approval,preliminary-approval,1.0604592899034326,"preliminary_approval, motion, class, preliminary_motion, settlement, proposed_settlement, preliminary, approval, class_certification, class_action",0.1963975948700331,1.1071965498443235,0.023795756450173445
"Stobbe v. Accellion, Inc. - Entry 44",preliminary-approval,preliminary-approval,1.0716668830889344,"preliminary_approval, motion, class, preliminary_motion, settlement, proposed_settlement, preliminary, approval, class_certification, class_action",0.35352739893782625,1.1072191751744342,0.023789955083478347
Pitts v. Capital One Financial Corporation et al - Entry 39,preliminary-approval,final-approval,0.7037315807497656,"settlement, class, preliminary_approval, proposed_settlement, class_certification, agreement, final_approval, settlement_agreement, approval, settlement_class",0.6855220141718639,0.7055203597679395,0.026544352688186484
Figueroa et al v. Kronos Incorporated - Entry 342,preliminary-approval,preliminary-approval,0.9144210118413517,"preliminary_approval, settlement, proposed_settlement, class, preliminary_motion, class_certification, approval, proposed, preliminary, agreement",0.5234106954474047,0.900758781800296,0.12595698638568195
Ruiz v. Bass Pro Group LLC et al - Entry 44,preliminary-approval,final-approval,0.7677874519620413,"settlement, class, final_approval, class_certification, final, proposed_settlement, plan, approval, order, settlement_agreement",0.7924590054153365,0.37552169293541166,0.027939583805153618
"Nagy et al v. CEP America, LLC et al - Entry 68",preliminary-approval,preliminary-approval,1.0255365604052713,"preliminary_approval, settlement, preliminary_motion, approval, final_approval, proposed_settlement, class, motion, order, final",0.2678151431211867,1.107215656685181,0.023790857260209967
IN RE AMERICAN NATIONAL RED CROSS ERISA LITIGATION - Entry 88,preliminary-approval,final-approval,0.8453174005551529,"class, settlement, preliminary_approval, proposed_settlement, settlement_class, preliminary_motion, plan, class_certification, any, approval",0.8524445169226612,0.48625557043417045,0.028056793429815662
Lysengen v. Argent Trust Company et al - Entry 254,preliminary-approval,preliminary-approval,1.0523128388306102,"preliminary_approval, settlement, preliminary_motion, approval, final_approval, proposed_settlement, class, motion, order, final",0.3392373521163877,1.107226684903023,0.02378802951204534
"Thornton v. Mindvalley, Inc. - Entry 88",preliminary-approval,final-approval,0.8658903138285439,"settlement, class, preliminary_approval, proposed_settlement, class_certification, agreement, final_approval, settlement_agreement, approval, settlement_class",0.866685624004272,0.48629782989068965,0.028066184420153267
BINDER et al v. PPL CORPORATION et al - Entry 163,preliminary-approval,preliminary-approval,1.0622147877246697,"preliminary_approval, settlement, proposed_settlement, class, preliminary_motion, class_certification, approval, proposed, preliminary, agreement",0.26779572145888736,1.0672493208998333,0.02378222541029916
"Prinzo v. Hannaford Bros. Co., LLC - Entry 56",preliminary-approval,preliminary-approval,1.100617979251721,"preliminary_approval, settlement, proposed_settlement, class, preliminary_motion, class_certification, approval, proposed, preliminary, agreement",0.35359720394520594,1.1070981798283095,0.02382097953120265
Marsh et al v. CSL Plasma Inc. - Entry 115,preliminary-approval,preliminary-approval,1.0260042842829045,"preliminary_approval, settlement, proposed_settlement, class, preliminary_motion, class_certification, approval, proposed, preliminary, agreement",0.4531489070321803,0.9866045525552496,0.024680632505111672
Cooper et al v. The 3M Company et al - Entry 623,preliminary-approval,preliminary-approval,1.079876127516848,"preliminary_approval, settlement, proposed_settlement, class, preliminary_motion, class_certification, approval, proposed, preliminary, agreement",0.35353699595228727,1.1072025403493686,0.023794220423238782
Stephenson v. Navy Federal Credit Union - Entry 59,preliminary-approval,preliminary-approval,0.5763968051993263,"preliminary_approval, motion, class, preliminary_motion, settlement, proposed_settlement, preliminary, approval, class_certification, class_action",0.09617042206033329,0.5920454698541378,0.07845077475219558
Sarif v. Evolve Bank & Trust - Entry 49,preliminary-approval,preliminary-approval,1.0825914468819495,"preliminary_approval, settlement, proposed_settlement, class, preliminary_motion, class_certification, approval, proposed, preliminary, agreement",0.3548586103595008,1.1049117420435322,0.12438160460422257
IN RE_ AME Church Employee Retirement Fund Litigation - MDL 3035 - Entry 774,preliminary-approval,preliminary-approval,1.0653805507049978,"preliminary_approval, settlement, preliminary_motion, approval, final_approval, proposed_settlement, class, motion, order, final",0.3535972088373177,1.107098171348649,0.12382098170547452
